54,Honor_30Pro,音质,清晰,音质清晰,2
55,Honor_30Pro,拍照效果,好,拍照效果好,2
55,Honor_30Pro,充电,快,充电快,2
55,Honor_30Pro,电池续航,一般,电池续航一般,0
56,Honor_30Pro,屏幕,不错,屏幕不错,2
56,Honor_30Pro,拍照效果,好,拍照效果好,2
56,Honor_30Pro,电池续航能力,强,电池续航能力强,2
57,Honor_30Pro,拍照效果,好,拍照效果好,2
57,Honor_30Pro,音质,好,音质好,2
57,Honor_30Pro,显示效果,好,显示效果好,2
58,Honor_30Pro,电池续航,好,电池续航好,2
58,Honor_30Pro,音质,好,音质好,2
58,Honor_30Pro,运行速度,好,运行速度好,2
58,Honor_30Pro,显示效果,好,显示效果好,2
60,Honor_30Pro,手机,不错,手机不错,2
60,Honor_30Pro,运行速度,快,运行速度快,2
61,Honor_30Pro,拍照效果,好,拍照效果好,2
61,Honor_30Pro,显示效果,好,显示效果好,2
65,Honor_30Pro,充电,快,充电快,2
65,Honor_30Pro,软件运行,流畅,软件运行流畅,2
65,Honor_30Pro,拍照,清晰,拍照清晰,2
66,Honor_30Pro,手机,漂亮,手机漂亮,2
68,Honor_30Pro,手机,好,手机好,2
69,Honor_30Pro,屏幕,好,屏幕好,2
69,Honor_30Pro,手机,流畅,手机流畅,2
71,Honor_30Pro,上手,不错,上手不错,2
71,Honor_30Pro,系统,不错,系统不错,2
71,Honor_30Pro,颜色,不错,颜色不错,2
71,Honor_30Pro,外观设计,好,外观设计好,2
71,Honor_30Pro,手机,好,手机好,2
71,Honor_30Pro,电池续航,好,电池续航好,2
71,Honor_30Pro,效果,好,效果好,2
71,Honor_30Pro,性能,强大,性能强大,2
71,Honor_30Pro,音质,清晰,音质清晰,2
72,Honor_30Pro,手感,好,手感好,2
72,Honor_30Pro,运行,流畅,运行流畅,2
73,Honor_30Pro,运行速度,流畅,运行速度流畅,2
74,Honor_30Pro,速度,不错,速度不错,2
74,Honor_30Pro,高端,大气,高端大气,2
74,Honor_30Pro,质量,好,质量好,2
74,Honor_30Pro,整体,好,整体好,2
74,Honor_30Pro,做工,精致,做工精致,2
74,Honor_30Pro,物流,快,物流快,2
74,Honor_30Pro,设计,新颖,设计新颖,2
75,Honor_30Pro,手机,不错,手机不错,2
76,Honor_30Pro,系统,不错,系统不错,2
76,Honor_30Pro,颜色,不错,颜色不错,2
76,Honor_30Pro,外观设计,好,外观设计好,2
77,Honor_30Pro,手机,不错,手机不错,2
77,Honor_30Pro,功能,好,功能好,2
78,Honor_30Pro,手感,好,手感好,2
79,Honor_30Pro,拍照,不错,拍照不错,2
79,Honor_30Pro,感觉,好,感觉好,2
79,Honor_30Pro,手感,好,手感好,2
80,Honor_30Pro,拍照,好,拍照好,2
82,Honor_30Pro,拍照效果,好,拍照效果好,2
83,Honor_30Pro,游戏,还不错,游戏还不错,2
83,Honor_30Pro,游戏,好,游戏好,2
83,Honor_30Pro,充电,快,充电快,2
84,Honor_30Pro,手机,好,手机好,2
84,Honor_30Pro,运行速度,好,运行速度好,2
84,Honor_30Pro,拍照,好,拍照好,2
85,Honor_30Pro,手机,好,手机好,2
86,Honor_30Pro,耗电,高,耗电高,0
86,Honor_30Pro,指纹解锁,还可以,指纹解锁还可以,2
86,Honor_30Pro,外型,好看,外型好看,2
86,Honor_30Pro,颜色,好看,颜色好看,2
86,Honor_30Pro,掉电,快,掉电快,0
86,Honor_30Pro,屏幕,一般,屏幕一般,0
88,Honor_30Pro,手机外观,大气,手机外观大气,2
88,Honor_30Pro,系统,流畅,系统流畅,2
89,Honor_30Pro,显示屏,不错,显示屏不错,2
89,Honor_30Pro,颜色,鲜艳,颜色鲜艳,2
90,Honor_30Pro,速度,快,速度快,2
91,Honor_30Pro,手机,好,手机好,2
93,Honor_30Pro,声音,大,声音大,0
93,Honor_30Pro,续航,好,续航好,2
93,Honor_30Pro,显示效果,好,显示效果好,2
93,Honor_30Pro,速度,快,速度快,2
93,Honor_30Pro,拍照效果,清晰,拍照效果清晰,2
94,Honor_30Pro,音质,不错,音质不错,2
94,Honor_30Pro,电池续航,给力,电池续航给力,2
94,Honor_30Pro,拍照效果,还可以,拍照效果还可以,2
95,Honor_30Pro,音质,不错,音质不错,2
95,Honor_30Pro,整体,好,整体好,2
95,Honor_30Pro,拍照效果,好,拍照效果好,2
96,Honor_30Pro,拍照效果,好,拍照效果好,2
96,Honor_30Pro,手机反应,快,手机反应快,2
98,Honor_30Pro,速度,快,速度快,2
99,Honor_30Pro,质量,不错,质量不错,2
101,Honor_30Pro,手机,不错,手机不错,2
101,Honor_30Pro,眼缘,不错,眼缘不错,2
102,Honor_30Pro,品牌,好,品牌好,2
102,Honor_30Pro,网速,快,网速快,2
102,Honor_30Pro,电,耐用,电耐用,2
103,Honor_30Pro,性价比,高,性价比高,2
103,Honor_30Pro,性价,高,性价高,2
103,Honor_30Pro,做工,好,做工好,2
104,Honor_30Pro,手机,不错,手机不错,2
104,Honor_30Pro,音质,好,音质好,2
104,Honor_30Pro,质量,好,质量好,2
105,Honor_30Pro,充电,快,充电快,2
105,Honor_30Pro,使用,流畅,使用流畅,2
106,Honor_30Pro,功能,强大,功能强大,2
106,Honor_30Pro,外观,时尚,外观时尚,2
107,Honor_30Pro,发货速度,不错,发货速度不错,2
107,Honor_30Pro,配置,好,配置好,2
109,Honor_30Pro,手机运行速度,还好,手机运行速度还好,2
109,Honor_30Pro,续航,好,续航好,2
110,Honor_30Pro,拍照,还可以,拍照还可以,2
110,Honor_30Pro,电池续航,还可以,电池续航还可以,2
111,Honor_30Pro,续航,强,续航强,2
113,Honor_30Pro,像素,好,像素好,2
113,Honor_30Pro,手机,好看,手机好看,2
113,Honor_30Pro,运行,流畅,运行流畅,2
114,Honor_30Pro,拍照效果,清晰,拍照效果清晰,2
117,Honor_30Pro,电池,不耐用,电池不耐用,0
117,Honor_30Pro,屏幕,好,屏幕好,2
120,Honor_30Pro,拍照效果,还可以,拍照效果还可以,2
121,Honor_30Pro,内存,大,内存大,2
121,Honor_30Pro,操作,方便,操作方便,2
122,Honor_30Pro,像素,好,像素好,2
122,Honor_30Pro,音质,好,音质好,2
122,Honor_30Pro,运行速度,快,运行速度快,2
122,Honor_30Pro,续航能力,强,续航能力强,2
122,Honor_30Pro,音质,清晰,音质清晰,2
122,Honor_30Pro,显示效果,清晰,显示效果清晰,2
123,Honor_30Pro,外观性能,不错,外观性能不错,2
124,Honor_30Pro,手机,好,手机好,2
125,Honor_30Pro,手机,不错,手机不错,2
125,Honor_30Pro,总体,不错,总体不错,2
125,Honor_30Pro,反应,快,反应快,2
126,Honor_30Pro,效果,不错,效果不错,2
126,Honor_30Pro,通话音量,小,通话音量小,0
126,Honor_30Pro,电池续航,一般,电池续航一般,0
127,Honor_30Pro,内存,大,内存大,2
127,Honor_30Pro,拍照,好,拍照好,2
127,Honor_30Pro,手机手感,好,手机手感好,2
127,Honor_30Pro,速度,快,速度快,2
129,Honor_30Pro,声音,大,声音大,0
129,Honor_30Pro,拍照效果,好,拍照效果好,2
129,Honor_30Pro,手感,舒服,手感舒服,2
130,Honor_30Pro,性价比,高,性价比高,2
130,Honor_30Pro,性价,高,性价高,2
133,Honor_30Pro,东西,好,东西好,2
134,Honor_30Pro,拍照,不错,拍照不错,2
134,Honor_30Pro,效果,好,效果好,2
134,Honor_30Pro,画面,流畅,画面流畅,2
135,Honor_30Pro,手机,不错,手机不错,2
136,Honor_30Pro,拍照效果,好,拍照效果好,2
138,Honor_30Pro,手机,不错,手机不错,2
138,Honor_30Pro,质量,好,质量好,2
139,Honor_30Pro,看着,不错,看着不错,2
141,Honor_30Pro,手感,不错,手感不错,2
141,Honor_30Pro,性价比,高,性价比高,2
141,Honor_30Pro,拍照,清晰,拍照清晰,2
142,Honor_30Pro,系统,不错,系统不错,2
142,Honor_30Pro,手感,好,手感好,2
142,Honor_30Pro,手机,漂亮,手机漂亮,2
143,Honor_30Pro,运行,快,运行快,2
143,Honor_30Pro,拍照,清晰,拍照清晰,2
144,Honor_30Pro,手机,好,手机好,2
145,Honor_30Pro,整体感觉,好,整体感觉好,2
145,Honor_30Pro,反应,快,反应快,2
146,Honor_30Pro,像素,还不错,像素还不错,2
146,Honor_30Pro,像素,好,像素好,2
146,Honor_30Pro,手机,好,手机好,2
147,Honor_30Pro,价格,还行,价格还行,2
147,Honor_30Pro,手机性能,好,手机性能好,2
148,Honor_30Pro,效果,不错,效果不错,2
148,Honor_30Pro,电池续航,还可以,电池续航还可以,2
148,Honor_30Pro,拍照效果,好,拍照效果好,2
148,Honor_30Pro,外观,好看,外观好看,2
150,Honor_30Pro,手机,不错,手机不错,2
150,Honor_30Pro,系统,流畅,系统流畅,2
150,Honor_30Pro,功能,强大,功能强大,2
152,Honor_30Pro,拍照,清晰,拍照清晰,2
155,Honor_30Pro,手机,挺好,手机挺好,2
156,Honor_30Pro,充电,快,充电快,2
159,Honor_30Pro,东西,好,东西好,2
159,Honor_30Pro,效果,好,效果好,2
160,Honor_30Pro,效果,不错,效果不错,2
160,Honor_30Pro,拍照效果,好,拍照效果好,2
162,Honor_30Pro,电量,多,电量多,2
162,Honor_30Pro,颜色,好,颜色好,2
162,Honor_30Pro,运行速度,快,运行速度快,2
163,Honor_30Pro,手机,好,手机好,2
163,Honor_30Pro,颜色,好看,颜色好看,2
163,Honor_30Pro,操作,简单,操作简单,2
163,Honor_30Pro,速度,快,速度快,2
164,Honor_30Pro,拍照,清晰,拍照清晰,2
166,Honor_30Pro,快递,给力,快递给力,2
168,Honor_30Pro,照片,不错,照片不错,2
168,Honor_30Pro,容量,大,容量大,2
168,Honor_30Pro,华为,好,华为好,2
169,Honor_30Pro,拍照,好,拍照好,2
169,Honor_30Pro,音质,好,音质好,2
169,Honor_30Pro,手感,好,手感好,2
169,Honor_30Pro,运行速度,快,运行速度快,2
169,Honor_30Pro,机身,热,机身热,0
170,Honor_30Pro,质量,好,质量好,2
170,Honor_30Pro,物流,快,物流快,2
171,Honor_30Pro,运行速度,好,运行速度好,2
171,Honor_30Pro,速度,快,速度快,2
172,Honor_30Pro,运行速度,快,运行速度快,2
172,Honor_30Pro,颜色,漂亮,颜色漂亮,2
173,Honor_30Pro,手机,好,手机好,2
173,Honor_30Pro,手感,好,手感好,2
174,Honor_30Pro,像素,高,像素高,2
175,Honor_30Pro,手机,不错,手机不错,2
175,Honor_30Pro,颜色,好看,颜色好看,2
175,Honor_30Pro,物流,快,物流快,2
177,Honor_30Pro,质量,好,质量好,2
177,Honor_30Pro,物流,快,物流快,2
178,Honor_30Pro,拍照效果,好,拍照效果好,2
180,Honor_30Pro,显示效果,棒,显示效果棒,2
180,Honor_30Pro,手感,好,手感好,2
180,Honor_30Pro,音质,好,音质好,2
180,Honor_30Pro,颜色,漂亮,颜色漂亮,2
180,Honor_30Pro,拍照效果,清晰,拍照效果清晰,2
182,Honor_30Pro,拍照效果,好,拍照效果好,2
182,Honor_30Pro,外观,好看,外观好看,2
182,Honor_30Pro,运行速度,快,运行速度快,2
184,Honor_30Pro,信号,好,信号好,2
184,Honor_30Pro,音质,好,音质好,2
184,Honor_30Pro,效果,好,效果好,2
185,Honor_30Pro,性价比,高,性价比高,2
185,Honor_30Pro,性价,高,性价高,2
185,Honor_30Pro,快递,给力,快递给力,2
185,Honor_30Pro,手机,好,手机好,2
186,Honor_30Pro,质量,好,质量好,2
186,Honor_30Pro,运行,流畅,运行流畅,2
186,Honor_30Pro,机器,漂亮,机器漂亮,2
187,Honor_30Pro,指纹解锁,方便,指纹解锁方便,2
187,Honor_30Pro,物流,快,物流快,2
189,Honor_30Pro,总体,好,总体好,2
189,Honor_30Pro,充电,快,充电快,2
190,Honor_30Pro,物流,给力,物流给力,2
190,Honor_30Pro,包装,精美,包装精美,2
191,Honor_30Pro,拍照效果,还行,拍照效果还行,2
191,Honor_30Pro,效果,一般,效果一般,0
191,Honor_30Pro,摄像头,一般,摄像头一般,0
193,Honor_30Pro,手机性价比,高,手机性价比高,2
194,Honor_30Pro,质量,不错,质量不错,2
195,Honor_30Pro,手机,好用,手机好用,2
197,Honor_30Pro,手机,好用,手机好用,2
198,Honor_30Pro,效果,好,效果好,2
198,Honor_30Pro,质量,好,质量好,2
199,Honor_30Pro,充电,快,充电快,2
202,Honor_30Pro,使用,还不错,使用还不错,2
202,Honor_30Pro,使用,好,使用好,2
202,Honor_30Pro,物流,快,物流快,2
203,Honor_30Pro,速度,快,速度快,2
205,Honor_30Pro,手机,好用,手机好用,2
206,Honor_30Pro,手感,好,手感好,2
208,Honor_30Pro,手机,不错,手机不错,2
209,Honor_30Pro,快递,快,快递快,2
210,Honor_30Pro,质量,好,质量好,2
211,Honor_30Pro,信号接收,好,信号接收好,2
214,Honor_30Pro,音质,还行,音质还行,2
214,Honor_30Pro,机身手感,好,机身手感好,2
214,Honor_30Pro,屏幕,好,屏幕好,2
214,Honor_30Pro,电池续航,一般,电池续航一般,0
217,Honor_30Pro,感觉,不错,感觉不错,2
217,Honor_30Pro,性价比,高,性价比高,2
217,Honor_30Pro,性价,高,性价高,2
217,Honor_30Pro,拍照效果,好,拍照效果好,2
217,Honor_30Pro,手机,好,手机好,2
217,Honor_30Pro,运行速度,快,运行速度快,2
217,Honor_30Pro,价格,适中,价格适中,2
218,Honor_30Pro,手机,不错,手机不错,2
218,Honor_30Pro,效果,不错,效果不错,2
218,Honor_30Pro,色彩,不错,色彩不错,2
218,Honor_30Pro,细节,不错,细节不错,2
218,Honor_30Pro,像素,低,像素低,0
218,Honor_30Pro,功能,方便,功能方便,2
218,Honor_30Pro,屏幕分辨率,高,屏幕分辨率高,2
218,Honor_30Pro,玩游戏效果,好,玩游戏效果好,2
218,Honor_30Pro,拍照效果,好,拍照效果好,2
218,Honor_30Pro,方面,好,方面好,2
218,Honor_30Pro,手感,好,手感好,2
218,Honor_30Pro,通话,清晰,通话清晰,2
218,Honor_30Pro,音质,清晰,音质清晰,2
218,Honor_30Pro,效果,一般,效果一般,0
219,Honor_30Pro,音质,不错,音质不错,2
219,Honor_30Pro,手机,不错,手机不错,2
220,Honor_30Pro,手机,不错,手机不错,2
220,Honor_30Pro,电池续航,给力,电池续航给力,2
220,Honor_30Pro,充电,快,充电快,2
220,Honor_30Pro,游戏,流畅,游戏流畅,2
224,Honor_30Pro,信号,好,信号好,2
224,Honor_30Pro,体验,良好,体验良好,2
226,Honor_30Pro,手机,好,手机好,2
227,Honor_30Pro,拍照效果,好,拍照效果好,2
227,Honor_30Pro,充电,快,充电快,2
227,Honor_30Pro,运行速度,快,运行速度快,2
228,Honor_30Pro,外观,好看,外观好看,2
228,Honor_30Pro,性能,强大,性能强大,2
229,Honor_30Pro,品牌,不错,品牌不错,2
229,Honor_30Pro,性价比,高,性价比高,2
229,Honor_30Pro,性价,高,性价高,2
230,Honor_30Pro,拍照,好,拍照好,2
231,Honor_30Pro,体验,好,体验好,2
231,Honor_30Pro,运行速度,快,运行速度快,2
232,Honor_30Pro,拍照效果,棒,拍照效果棒,2
232,Honor_30Pro,运行速度,好,运行速度好,2
233,Honor_30Pro,拍照效果,好,拍照效果好,2
233,Honor_30Pro,音质,清晰,音质清晰,2
234,Honor_30Pro,拍照,不错,拍照不错,2
234,Honor_30Pro,重量,轻,重量轻,2
235,Honor_30Pro,性能,好,性能好,2
235,Honor_30Pro,功能,齐全,功能齐全,2
237,Honor_30Pro,拍照效果,好,拍照效果好,2
237,Honor_30Pro,音质,好,音质好,2
237,Honor_30Pro,反应,好,反应好,2
237,Honor_30Pro,反应,快,反应快,2
238,Honor_30Pro,效果,好,效果好,2
239,Honor_30Pro,速度,不错,速度不错,2
240,Honor_30Pro,音质,好,音质好,2
240,Honor_30Pro,运行速度,快,运行速度快,2
242,Honor_30Pro,总体,不错,总体不错,2
242,Honor_30Pro,运行,流畅,运行流畅,2
242,Honor_30Pro,拍照,清晰,拍照清晰,2
242,Honor_30Pro,电池,一般,电池一般,0
244,Honor_30Pro,速度,好,速度好,2
245,Honor_30Pro,感觉,不错,感觉不错,2
246,Honor_30Pro,声音,大,声音大,0
246,Honor_30Pro,声音,好,声音好,2
250,Honor_30Pro,应用,多,应用多,2
250,Honor_30Pro,手机,还行,手机还行,2
250,Honor_30Pro,散热,好,散热好,2
250,Honor_30Pro,充电,快,充电快,2
250,Honor_30Pro,视频,一般,视频一般,0
251,Honor_30Pro,感觉,不错,感觉不错,2
251,Honor_30Pro,服务态度,好,服务态度好,2
251,Honor_30Pro,手机运行速度,快,手机运行速度快,2
251,Honor_30Pro,发货速度,快,发货速度快,2
252,Honor_30Pro,性价比,高,性价比高,2
252,Honor_30Pro,性价,高,性价高,2
252,Honor_30Pro,手机,好,手机好,2
252,Honor_30Pro,方面,完美,方面完美,2
254,Honor_30Pro,手机,不错,手机不错,2
255,Honor_30Pro,反应,快,反应快,2
255,Honor_30Pro,反应,挺好,反应挺好,2
256,Honor_30Pro,手机,不错,手机不错,2
256,Honor_30Pro,反应,灵敏,反应灵敏,2
256,Honor_30Pro,手机,美观,手机美观,2
257,Honor_30Pro,音质,棒,音质棒,2
257,Honor_30Pro,电池续航,好,电池续航好,2
258,Honor_30Pro,数据线,坏,数据线坏,0
258,Honor_30Pro,手机,一般,手机一般,0
259,Honor_30Pro,性价比,高,性价比高,2
259,Honor_30Pro,性价,高,性价高,2
259,Honor_30Pro,电池续航,好,电池续航好,2
260,Honor_30Pro,玩游戏,棒,玩游戏棒,2
260,Honor_30Pro,屏幕显示效果,棒,屏幕显示效果棒,2
260,Honor_30Pro,外观,不错,外观不错,2
260,Honor_30Pro,手机质量,好,手机质量好,2
260,Honor_30Pro,拍照效果,好,拍照效果好,2
260,Honor_30Pro,待机,久,待机久,2
260,Honor_30Pro,待机时间,久,待机时间久,2
260,Honor_30Pro,反应,快,反应快,2
260,Honor_30Pro,充电速度,快,充电速度快,2
260,Honor_30Pro,触摸,灵敏,触摸灵敏,2
260,Honor_30Pro,屏幕,灵敏,屏幕灵敏,2
260,Honor_30Pro,运行,流畅,运行流畅,2
260,Honor_30Pro,电池,耐用,电池耐用,2
260,Honor_30Pro,音质,清晰,音质清晰,2
261,Honor_30Pro,性价比,高,性价比高,2
261,Honor_30Pro,性价,高,性价高,2
262,Honor_30Pro,手感,不错,手感不错,2
262,Honor_30Pro,品牌,不错,品牌不错,2
263,Honor_30Pro,拍照,好,拍照好,2
263,Honor_30Pro,运行速度,好,运行速度好,2
263,Honor_30Pro,显示效果,好,显示效果好,2
264,Honor_30Pro,手机,不错,手机不错,2
264,Honor_30Pro,体验,好,体验好,2
265,Honor_30Pro,新机,好用,新机好用,2
268,Honor_30Pro,音质,不错,音质不错,2
269,Honor_30Pro,速度,不错,速度不错,2
269,Honor_30Pro,客服态度,好,客服态度好,2
271,Honor_30Pro,电池续航,好,电池续航好,2
272,Honor_30Pro,照相,还可以,照相还可以,2
272,Honor_30Pro,手机,好,手机好,2
272,Honor_30Pro,信号,一般,信号一般,0
272,Honor_30Pro,续航,一般,续航一般,0
273,Honor_30Pro,外观,不错,外观不错,2
273,Honor_30Pro,音质,不错,音质不错,2
275,Honor_30Pro,手机,好用,手机好用,2
275,Honor_30Pro,手机反应速度,快,手机反应速度快,2
278,Honor_30Pro,像素,高,像素高,2
278,Honor_30Pro,手机,好,手机好,2
278,Honor_30Pro,性能,好,性能好,2
279,Honor_30Pro,手机,漂亮,手机漂亮,2
279,Honor_30Pro,照相,也好,照相也好,2
280,Honor_30Pro,整体感觉,还不错,整体感觉还不错,2
280,Honor_30Pro,整体,好,整体好,2
281,Honor_30Pro,包装,好,包装好,2
281,Honor_30Pro,手机,好,手机好,2
281,Honor_30Pro,速度,快,速度快,2
282,Honor_30Pro,性能,优越,性能优越,2
284,Honor_30Pro,机身,薄,机身薄,2
284,Honor_30Pro,使用,顺手,使用顺手,2
287,Honor_30Pro,拍照,不错,拍照不错,2
287,Honor_30Pro,运行速度,快,运行速度快,2
288,Honor_30Pro,速度,不错,速度不错,2
288,Honor_30Pro,效果,好,效果好,2
288,Honor_30Pro,速度,快,速度快,2
289,Honor_30Pro,拍照,好,拍照好,2
290,Honor_30Pro,手机,快,手机快,2
290,Honor_30Pro,外观设计,美观,外观设计美观,2
291,Honor_30Pro,音质,不错,音质不错,2
291,Honor_30Pro,游戏,爽,游戏爽,2
292,Honor_30Pro,手机,好,手机好,2
294,Honor_30Pro,手机功能,强大,手机功能强大,2
295,Honor_30Pro,拍照,不错,拍照不错,2
295,Honor_30Pro,空间,大,空间大,2
295,Honor_30Pro,网速,还行,网速还行,2
295,Honor_30Pro,屏幕,好,屏幕好,2
296,Honor_30Pro,摄像头,一般,摄像头一般,0
297,Honor_30Pro,手机质量,好,手机质量好,2
297,Honor_30Pro,包装,完整,包装完整,2
298,Honor_30Pro,色彩,靓丽,色彩靓丽,2
301,Honor_30Pro,处理器,不错,处理器不错,2
301,Honor_30Pro,手感,好,手感好,2
301,Honor_30Pro,服务,好,服务好,2
301,Honor_30Pro,手机,好用,手机好用,2
304,Honor_30Pro,电池续航,挺好,电池续航挺好,2
306,Honor_30Pro,续航,好,续航好,2
309,Honor_30Pro,手机,漂亮,手机漂亮,2
312,Honor_30Pro,手机,不错,手机不错,2
312,Honor_30Pro,速度,快,速度快,2
312,Honor_30Pro,反应,灵敏,反应灵敏,2
314,Honor_30Pro,感觉,棒,感觉棒,2
317,Honor_30Pro,音质,不错,音质不错,2
318,Honor_30Pro,外观,大气,外观大气,2
318,Honor_30Pro,音质,好,音质好,2
318,Honor_30Pro,软件,快,软件快,2
318,Honor_30Pro,声音,清晰,声音清晰,2
319,Honor_30Pro,东西,还不错,东西还不错,2
319,Honor_30Pro,东西,好,东西好,2
320,Honor_30Pro,续航,好,续航好,2
320,Honor_30Pro,充电,快,充电快,2
320,Honor_30Pro,手机,流畅,手机流畅,2
321,Honor_30Pro,手机,好,手机好,2
321,Honor_30Pro,音质,好,音质好,2
321,Honor_30Pro,运行速度,快,运行速度快,2
322,Honor_30Pro,屏幕,不错,屏幕不错,2
322,Honor_30Pro,手机,好,手机好,2
322,Honor_30Pro,款式,好,款式好,2
323,Honor_30Pro,使用,好,使用好,2
323,Honor_30Pro,物流,快,物流快,2
325,Honor_30Pro,手机,不错,手机不错,2
326,Honor_30Pro,手机,不错,手机不错,2
326,Honor_30Pro,清晰度,高,清晰度高,2
326,Honor_30Pro,流畅度,高,流畅度高,2
326,Honor_30Pro,玩游戏,流畅,玩游戏流畅,2
326,Honor_30Pro,拍照,清晰,拍照清晰,2
327,Honor_30Pro,总体,不错,总体不错,2
327,Honor_30Pro,手机运行,流畅,手机运行流畅,2
